opt,func,exec_time,run1,run2,run3,run4,run5,run6,run7,run8,run9,run10,run11,run12,run13,run14,run15,run16,run17,run18,run19,run20,run21,run22,run23,run24,run25,run26,run27,run28,run29,run30
FSS,Sphere,179.55407428741455,5.344333318639809e-13,1.091894672174576e-07,1.2397512411836443e-10,6.454431299622177e-10,4.048873840297964e-09,5.303623548478048e-12,4.264002973485806e-08,1.3548994569869407e-11,7.873926619516494e-09,6.328818041919438e-10,4.087725680224146e-09,5.271425077378825e-09,7.985561691274159e-10,1.4764323421279415e-14,1.0810089097709962e-09,2.958873846137454e-09,4.37638063847533e-14,5.625646504948545e-10,2.274409472389819e-10,3.42505189898762e-11,9.810277743427742e-10,1.9365760334107788e-08,6.586737523064013e-10,5.428875052118891e-09,1.7713271639837876e-12,2.7045318228665603e-09,4.978368770185773e-12,1.6791651105042442e-10,9.237952321178329e-08,6.758651464300145e-09
FSS,RotatedHyperEllipsoid,343.7771484851837,1.1105837273971988e-11,2.4243802185540126e-11,7.89873966803079e-12,4.866787564261939e-11,3.0178292303197567e-12,4.858118258441659e-11,2.1501095683021165e-13,3.759556023232922e-09,1.6235778042619559e-09,7.101409144680961e-11,8.368313976159203e-11,6.415993399000828e-13,1.7850270542815205e-10,1.2898760514205821e-11,7.239015070445741e-12,2.122492655315931e-12,2.728809722857694e-09,2.4541854433640257e-10,1.3077997711524094e-09,1.4784866452986403e-09,2.0793212843882975e-09,4.2680300498651905e-09,3.106819917536881e-13,1.5804100471501214e-10,1.6383957987522127e-09,1.0499834884441112e-08,4.6038575368984686e-09,1.0856208571687156e-09,3.385334599846747e-12,1.4169559961014103e-15
FSS,Rosenbrock,192.68245100975037,13.559119389683527,13.534944658690547,13.519506160076043,13.521258687486391,13.565323857826892,13.580363165446647,13.525604555463271,13.552049705940497,13.562951878932912,13.598233286103866,13.560844641745089,13.547788208326576,13.544478741015187,13.561412371077575,13.571080739225101,13.581627065985039,13.4889283707306,13.575023160462926,13.555153971502216,13.579670990875448,13.595208528093185,13.5293800243139,13.57975530617896,13.563850041312955,13.585475260180145,13.596532465450872,13.589384233604198,13.554220963028364,13.575361727199265,13.56777158916354
FSS,Dixon-Price,207.63571786880493,0.24891704572595547,0.24527346576566866,0.24566432482099407,0.23749703847053139,0.2425799660419654,0.24484894203432878,0.24815085101207324,0.25121729193839926,0.24231015401510198,0.24297716188842053,0.250222419225146,0.24296799113727452,0.24804947034570918,0.24496674464739115,0.24541229365585812,0.24967420704294419,0.24287691487525764,0.24916492142210123,0.24860736774449427,0.24167372982159951,0.2438546338074498,0.2427970245230891,0.2442508416085126,0.245265132811899,0.2445219364979067,0.244906601220063,0.2486833080556922,0.24402612171089283,0.2450501781837556,0.24668479447892092
FSS,Perm,798.3083624839783,9.471295043441406,7.904575118306397,9.265909939003071,9.443981337078313,7.270123983518537,9.99051006408936,9.640211262615182,9.118256193429787,9.051279403152426,9.102799932884485,7.5182469368658085,8.589921718895555,8.320425877970184,8.384067944795481,9.816635552090284,7.356804502081814,9.540921140878494,9.41593049326203,9.286640861625285,8.320292254428882,8.75130567605748,9.688555986935784,8.796064129563025,9.306815041865315,9.267939055159987,6.6013316971474945,9.221963539419951,9.843050734616,8.948268599026669,9.482554976816983
FSS,Quartic-Noise,277.80178022384644,9.992746989718909e-05,0.00013534144970878543,0.00010866097364254629,7.418372781281764e-05,4.8667819715276444e-05,0.00022352736094165832,0.00015949588287366082,6.713237242836948e-05,0.00015455188719865087,0.00014005471022280816,0.00024896929445599993,0.00010209748754705145,7.572957844254672e-05,0.0001541601586939998,1.3014949279183056e-05,4.364535305328599e-05,5.9519978872462705e-05,2.6195626871788415e-05,2.4309867943024574e-05,0.00024918344279644886,4.1849876221518904e-05,0.0002456843885806612,0.00011703461392466054,0.00011971517895778162,2.5447400549702414e-05,4.933540369469441e-05,0.00026131268524493375,0.0001267734893472722,0.00014522705659036054,4.401050262592195e-05
FSS,Generalized-Shwefel,192.75236463546753,4761.795989364742,4801.705304434092,4448.207517043931,4603.090030246477,4579.523643711928,4514.840405482213,4284.840949089635,4691.515214067732,4656.342937981825,4797.213371004964,4649.270389722769,5228.087565201812,3933.955577542053,4389.160999708187,4633.588546881751,4616.078023607564,4963.942769472679,4906.905039726289,4951.669115349897,4211.535905396899,4063.5728875264213,4431.1898549012385,4612.124516336796,4493.183728086729,4708.797120988357,4841.934739599782,3659.141554765831,4540.911405330072,4955.260627122016,4541.192235260618
FSS,Rastrigin,183.22464179992676,5.295787815384756e-05,1.4702550288347993e-10,4.903005702772134e-06,2.8287263376114424e-07,0.2878680400518192,2.8989290967729175e-08,3.5646667129185516e-07,5.7437862892584235e-06,9.77823759740204e-07,1.2143260619268403e-08,0.009498629186907692,2.6341000307184004e-05,1.0568896868790034e-08,2.1296349927979463e-07,2.4566442704099245e-05,0.7561888603993907,1.1373640518286265e-07,6.5197642413750145e-06,8.694484210991504e-05,5.629368615700514e-08,4.1678199522721115e-06,6.530935877435695e-06,6.153589993118658e-08,0.0005194111566879656,0.01753352547996201,6.562787140751425e-05,2.0328633354438352e-07,3.197612841177033e-08,0.9949590874075795,2.728838808252476e-07
FSS,Ackley,200.3776195049286,0.00039839482021308825,0.0013298714846325943,0.0008535332959636044,0.0003234942695695686,3.675157806970475e-06,0.0001987215014129795,0.0017944207737312645,0.00021343063374645865,8.156293051486685e-05,0.000508513711797054,0.0002636896834435909,0.002497724797891454,0.001158318841309569,0.00011517922993364849,0.001364944877029206,0.0017157717213085455,0.006005096279111388,5.8265643020138924e-05,0.0004386004266838661,0.0003755239571039404,0.0019492736338446726,8.235075864648778e-05,0.00036809134074333727,0.0003245954588746436,0.0006755076345759115,0.0002745887984194617,3.46611269930186e-05,0.000207514380101248,0.00030430725832930605,0.00012136053825217985
FSS,Griewank,281.70759177207947,2.908586012795311e-05,3.805289348124408e-05,8.556381657642831e-06,0.0002837823675011508,6.585157213856441e-05,1.931266237986673e-05,0.009875979319256878,0.00023049018277099265,0.00031635095741966435,2.0407809959710477e-06,1.9381746724334015e-05,7.97903579038417e-05,3.0411656439910395e-05,5.157095021912639e-06,2.169706232779678e-05,3.9630922162414706e-05,8.475490203796454e-05,9.950502740663225e-06,0.009898817500459178,0.00015337279856419972,5.6502731174967735e-06,6.1025649255253e-05,1.3778104611672504e-06,0.0001601156925035152,1.0857797839713967e-06,2.1202603590175784e-05,8.317959103687489e-05,0.010141329578008174,0.00024950484895536196,0.0004746377589643913
FSS,Levi,281.7002024650574,0.8770248526429091,0.8978411742580897,0.8865213086463088,0.8703049863271046,0.9194219233640581,0.8594886853543398,0.8468282257030811,0.8796055560652192,0.9027626521635342,0.8876064049602734,0.8883181539870088,0.8701996281909793,0.865474583537177,0.8426824428646064,0.8965851428186392,0.9232397420022374,0.8926465093308955,0.8196020476526938,0.8874855916524903,0.9164184108970606,0.8809907300665814,0.8780808695747093,0.8870433280025853,0.8704865156359073,0.9367357068287385,0.8808967368785567,0.8804236622009909,0.8923144910595027,0.9017423252584178,0.927432107104741
FSS,Levi-13,289.6228804588318,1.391212512121223,1.3890675806708621,1.3894446212542344,1.3985546806770577,1.391402599109015,1.3861920899842886,1.3899031437293723,1.388576965894493,1.3897065665297867,1.3895993418961643,1.388893845508079,1.3892876490777752,1.3883845743901495,1.394034460582431,1.3982697277820133,1.39214200478238,1.3920421958449722,1.3908550316233803,1.3912985652251164,1.391328987619616,1.388540111472699,1.3899526876132797,1.3902081126377284,1.3900015502963834,1.3904187284209857,1.3988611022006527,1.3906197053650864,1.4013343404189136,1.3891891394575253,1.4109874077197504
