opt,func,exec_time,run1,run2,run3,run4,run5,run6,run7,run8,run9,run10,run11,run12,run13,run14,run15,run16,run17,run18,run19,run20,run21,run22,run23,run24,run25,run26,run27,run28,run29,run30
VGWO,Sphere,181.78213167190552,5.7565481979941445e-108,7.741230056842167e-111,7.715259095575846e-112,1.4717900652582452e-109,1.5738670594044817e-109,1.2798410198047187e-111,3.718350542336429e-109,1.4197542082311122e-113,8.54865108928099e-111,1.232851473258022e-111,4.837559919830103e-113,1.911799155396088e-113,2.862366261598044e-111,7.713537738023062e-110,3.8413548982160905e-108,1.691737355101264e-107,1.2146202795447614e-110,4.0184593694821766e-110,9.827962624321853e-109,5.501690651395588e-111,2.93308608220123e-110,4.8142476063967093e-110,2.710905446261854e-109,8.30028661842732e-110,1.269421280310344e-109,9.480755745565317e-110,2.19026020722168e-111,7.827982057034333e-110,1.3368856804712066e-109,1.2126284419986699e-106
VGWO,RotatedHyperEllipsoid,348.39130330085754,2.093446867367524e-113,1.2270359348241062e-112,8.747087825654049e-114,6.285389980316215e-118,9.401588247265935e-116,1.236428726115294e-116,5.75646252697514e-116,8.239271917395107e-113,1.874495449257962e-114,3.360884471669135e-114,7.76816166480511e-116,3.08109775358896e-117,5.854329582717493e-116,9.567716891998485e-120,1.3674227508041372e-113,1.9441616957244237e-115,2.9965890182452313e-113,1.178845422528091e-116,8.854971300522875e-115,1.3275700729086858e-115,1.7704349942700265e-112,1.0087467290391338e-117,1.4425343423156265e-114,2.9609674813823976e-112,1.905683575455647e-117,5.306979315426338e-115,6.698439874161304e-114,1.1541529101299613e-112,2.685588991194478e-116,9.892511306949743e-115
VGWO,Rosenbrock,191.93805527687073,12.195854463532681,11.02824179278767,10.308896868736971,10.168553374443162,10.947586990222433,9.880589596862281,10.262821258418313,11.149236629923255,10.299796450920779,11.24436565452475,11.306403485497915,9.965409873993035,11.198747896818324,11.290066032373685,11.256107003133113,10.268611497570543,10.334117427843395,11.241482600176793,11.255354056648914,11.247535971270691,12.140072982491274,10.296269691377859,9.877309760972679,11.159388114195929,11.2374035806404,11.29724049595655,11.236354593391612,10.995671220283604,10.255438953932275,11.113160588871814
VGWO,Dixon-Price,198.84274649620056,0.0011818020546498717,0.0011391226928004808,0.0011815267557973655,0.0011908479615579683,0.0014201814114648357,0.01358802286816226,0.0014719975013436331,0.0004978333255206559,0.008777156524435137,0.0013052365036652486,0.001565066298038316,0.0013020128333539572,0.000979591958022445,0.013744691561496476,0.013955349920999819,0.0005344112846313646,0.0015284185603008547,0.0006098358323374845,0.00029543515801404047,0.0014071161347680393,0.0010931197895340753,0.0011602684122046986,0.001175256593236081,0.0012320507306592583,0.0008728098712335449,0.0007733255579633098,0.0002506851750160401,0.0009605351652328646,0.00028830272595507453,0.00010375721075794361
VGWO,Perm,727.0008871555328,1.9923123336208335,1.2612340326632971,1.2045896984607356,0.0003743932015619276,3.533685928100378,3.369379423007495,0.0010664570508980055,1.2475582526286264,0.6948554114132709,2.349073989480589,0.001067014679961363,0.00338383505532203,0.0016816415565430428,1.3552069379185019,0.0015255279369453196,1.5330825220166795,0.0017208060458859726,1.1544567519441038,0.4631415642493061,2.6147809621474605,2.6437736873064677,0.000758220991724016,1.2241012725251947,0.0011090333353590512,2.243191380134477,0.0016192831865673195,2.675956908160508,0.0017181277890964141,1.1515985841779803,1.110083219700605
VGWO,Quartic-Noise,189.58054280281067,1.9207381890449708e-05,6.590237241615354e-07,0.00017032156618686394,1.3006379390300546e-05,3.0252174277112802e-05,1.732712955451609e-06,8.825181436323267e-05,7.168522142899556e-05,2.1715506432569584e-05,3.749204925358568e-06,4.8101416434141e-05,1.3705632480812934e-05,8.225856335241147e-05,6.10433174474648e-05,2.6769598261229162e-05,7.304021212954644e-05,2.300433457143585e-05,3.985974626121002e-06,3.859877918831191e-05,8.97307331378352e-05,4.153494830982093e-05,2.332371795819466e-05,2.24673748449312e-05,0.00027144094353565506,0.0001498969786597019,2.1432280438931877e-05,1.3545235353537355e-05,8.03746566258048e-05,7.858773696049797e-05,2.5990471179070766e-05
VGWO,Generalized-Shwefel,180.60050892829895,1937.923706503756,2686.5264715921453,3154.8620728129963,2028.9687974777107,3275.298337244713,2937.027201579562,3090.7638741509963,2932.043494981207,2901.6927735582944,2532.6716067105845,2845.497180459777,3460.254373185345,2857.907759264829,3401.9783081915675,2929.4499368103384,3334.499198249755,2028.8826350623467,2711.936556764353,3076.5807349063543,2747.4171243651826,2725.396832629845,3050.952975108087,2514.6636297094688,2935.366913416803,3202.720837114147,3357.7139146725885,3167.0282658829524,3409.426499933616,2988.0090558454226,2392.0350456653296
VGWO,Rastrigin,186.8467981815338,0.0,0.0,0.0,0.0,0.0,0.0,4.047757014855108,0.0,0.0,1.5690478769115828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.085055406117988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9951493651630017
VGWO,Ackley,202.74722170829773,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16
VGWO,Griewank,275.5846197605133,0.015335678681093201,0.0,0.007809192892729855,0.010072148466109154,0.0,0.0,0.022772118665489893,0.0,0.0,0.010371891850418535,0.01765258494863109,0.0,0.0,0.013264097997023439,0.0,0.0175596142993395,0.022566990752867166,0.010217937192216753,0.008163206369172782,0.0,0.01287761278010624,0.0,0.015622580963092547,0.0,0.01770540713592661,0.0,0.025397169332167957,0.0,0.025301235760574525,0.0331925612420827
