step_vol,func,exec_time,run1,run2,run3,run4,run5,run6,run7,run8,run9,run10,run11,run12,run13,run14,run15,run16,run17,run18,run19,run20,run21,run22,run23,run24,run25,run26,run27,run28,run29,run30
0.1,Sphere,89.82997417449951,9.617303696114217e-113,2.498675867901521e-120,3.356838766965897e-121,1.3340294669757626e-116,1.124544422387212e-117,2.2846779048612603e-118,1.4422451685549338e-119,4.163922285192591e-117,9.110159941743638e-113,4.476119969560549e-121,1.0754393618779408e-118,4.3491730663559734e-117,2.5220719266503684e-121,2.562401699094957e-111,7.950329501269282e-121,1.5834861493075168e-118,9.604917872466702e-118,2.4054342503054237e-122,2.999177659610505e-120,4.8676650872271025e-115,2.4244961678884015e-123,2.5163327658234e-125,4.1199980729886e-117,7.541677182474312e-121,4.585967125595844e-113,6.86315145196843e-116,2.4699906477942603e-118,1.2050863550854623e-112,3.571501307983863e-117,5.580546137905577e-117
0.1,RotatedHyperEllipsoid,270.16399097442627,8.412743502528695e-118,3.966463793391592e-114,8.365514132524355e-116,1.356893234776011e-113,3.1474317085724987e-112,6.138929475959952e-110,5.90744135218862e-110,3.68676551599585e-115,4.339536994482486e-120,1.3616311194164064e-111,6.976934192071684e-121,8.67658273448062e-117,2.8861161588585786e-115,1.2941883407276385e-120,1.7834909668328366e-120,3.3540490369723926e-122,1.5538291906858245e-113,2.0675897578386802e-111,1.7982507020864977e-111,9.99814805184458e-119,3.565403821217239e-103,6.119491290060642e-119,5.33018902562946e-118,5.340645509763425e-119,2.5225921563100604e-116,1.1953341155036147e-112,1.4369036377066038e-113,3.716012683536064e-118,1.3254740635410177e-120,2.0307575003175145e-118
0.1,Rosenbrock,95.9523446559906,11.189657827868398,12.138632017438892,11.466492973693567,11.016778612941504,10.482046702600403,10.769234607942758,11.345124135073519,11.405006919548681,12.11716353209038,10.768324800917211,11.950527443970326,11.188466927856389,12.041092040717551,11.143829099895953,11.079901254465351,12.0906072505997,14.724227838244417,12.151403983892475,11.185269039457015,10.998655794913468,11.826524739176334,13.613122181283224,12.140616347660679,11.32574602954183,11.185681690992045,11.695141745843026,11.248285416715467,11.599389398987125,11.507017898670693,11.450111415798041
0.1,Dixon-Price,108.13387870788574,0.0016892837931276937,0.014001213100880861,0.001470764393737068,0.013409317080823019,0.002371589682752873,0.002349759894455921,0.0014392437179183578,0.0024829178425596916,0.005292233318801384,0.013830599976496681,0.002616346562012196,0.0010363238662368845,0.001641354768687335,0.0011752507584269652,0.0013293942080597138,0.005879421418402162,0.1928987272927336,0.0014211237008247325,0.0017760694118308488,0.014775407389686756,0.01522407018664953,0.0036462214241647973,0.016229117735222717,0.0008492436036132163,0.0012379637245815076,0.0018492447049138349,0.009445446066852395,0.006216036471941681,0.002414867083463397,0.015631821946249132
0.1,Quartic-Noise,94.58811950683594,2.9335089179266957e-05,2.3330360217634782e-05,8.89597759358165e-06,6.005490362759831e-06,2.6865749211354078e-06,4.280448251808839e-05,9.014926779855691e-06,9.970388170910113e-06,6.14542277962128e-06,3.3713175094178164e-05,3.6643991168616724e-06,2.35725715047742e-05,2.0671419275722393e-05,6.621599156005347e-06,1.0660434479553333e-05,1.0568971471720628e-05,4.0817845602296524e-07,7.770859898357955e-06,1.5498637284348156e-06,2.3946109032858362e-05,4.8589692116223015e-05,1.4114160336965194e-05,3.3299754273453064e-05,3.2367793636929118e-06,2.4018372110678404e-05,1.481545430476922e-05,2.2772301698303437e-05,3.613043979890774e-05,1.729109207072892e-05,2.4929356590038206e-05
0.1,Generalized-Shwefel,82.2632188796997,2475.9868196505795,1612.564901704056,3550.426047561748,3171.175042352821,3293.246685693078,2431.179056001398,3062.966451356725,3275.599230134984,3171.8415667089894,3589.489910538978,2647.617586850932,3094.907115877137,3439.79290967984,3239.7351050019533,3998.764222632922,3285.379548741081,3911.923445639092,2894.6787383968217,3265.998921149618,3575.314776333541,2921.8213740594338,3189.1699434406337,3001.3645507517076,3302.823690045944,3515.051572821967,3774.867907199534,3793.539352836844,3208.950166597267,2920.4910934246022,2931.6113917866082
0.1,Rastrigin,86.27180600166321,0.0,0.0,0.0,0.0,0.0,7.728521048984362,0.0,0.0,6.104826113665979,0.0,0.0,0.0,0.0,3.107298850873377,0.0,0.0,6.078095037456478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,Ackley,102.82315969467163,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16
0.1,Griewank,110.63794565200806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011349683982356806,0.0,0.0,0.0,0.017748865900909072,0.0
0.1,Levi,173.1738097667694,2.159844949342982,2.159844949342982,2.159844949342982,2.159844949342982,2.159844949342982,2.159844949342982,2.159844949342982,2.8346943705892116,2.159844949342982,2.2192431132053816,2.159844949342982,2.159844949342982,2.209059165032687,2.159844949342982,2.159844949342982,2.159844949342982,2.159844949342982,2.159844949342982,2.159844949342982,2.159844949342982,3.4675118804080793,2.159844949342982,2.159844949342982,2.159844949342982,2.159844949342982,2.159844949342982,2.159844949342982,2.159844949342982,2.159844949342982,2.159844949342982
